class,field,value
weapon_ump45,m_flRange,3700.0
weapon_ump45,m_flRangeModifier,0.75
weapon_ump45,m_flRecoilAngle,0.0|0.0
weapon_ump45,m_flRecoilAngleVariance,40.0|40.0
weapon_ump45,m_flRecoilMagnitude,23.0|23.0
weapon_ump45,m_flRecoilMagnitudeVariance,1.0|1.0
weapon_ump45,m_flRecoveryTimeCrouch,0.249995
weapon_ump45,m_flRecoveryTimeCrouchFinal,0.249995
weapon_ump45,m_flRecoveryTimeStand,0.349993
weapon_ump45,m_flRecoveryTimeStandFinal,0.349993
weapon_ump45,m_flSpread,0.001|0.001
weapon_ump45,m_flTimeBetweenBurstShots,0.0
weapon_ump45,m_flZoomTime0,0.0
weapon_ump45,m_flZoomTime1,0.0
weapon_ump45,m_flZoomTime2,0.0
weapon_ump45,m_iDefaultClip1,-1
weapon_ump45,m_iDefaultClip2,-1
weapon_ump45,m_iMaxClip1,25
weapon_ump45,m_iMaxClip2,0
weapon_ump45,m_iRumbleEffect,4
weapon_ump45,m_iWeight,25
weapon_ump45,m_nCrosshairDeltaDistance,3
weapon_ump45,m_nCrosshairMinDistance,6
weapon_ump45,m_nDamage,35
weapon_ump45,m_nKillAward,600
weapon_ump45,m_nNumBullets,1
weapon_ump45,m_nPrice,1200
weapon_ump45,m_nPrimaryAmmoType,BULLET_PLAYER_45ACP
weapon_ump45,m_nPrimaryReserveAmmoMax,3
weapon_ump45,m_nRecoilSeed,59299
weapon_ump45,m_nRecoveryTransitionEndBullet,5
weapon_ump45,m_nRecoveryTransitionStartBullet,2
weapon_ump45,m_nSecondaryReserveAmmoMax,0
weapon_ump45,m_nSpreadSeed,0
weapon_ump45,m_nTracerFrequency,3
weapon_ump45,m_nZoomFOV1,90
weapon_ump45,m_nZoomFOV2,90
weapon_ump45,m_nZoomLevels,0
weapon_ump45,m_szAnimSkeleton,animation/skeletons/weapons/ump45.vnmskel
weapon_ump45,m_szName,weapon_ump45
weapon_ump45,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_smg.vpcf
weapon_ump45,m_szWorldModel,weapons/models/ump45/weapon_smg_ump45.vmdl
weapon_ump45,m_vecMuzzlePos0,34.674|-5.162|-4.139
weapon_p90,_base,weapon_p90_prefab
weapon_p90,_class,weapon_p90
weapon_p90,_not_pickable,1
weapon_p90,m_GearSlot,GEAR_SLOT_RIFLE
weapon_p90,m_GearSlotPosition,0
weapon_p90,m_WeaponType,WEAPONTYPE_SUBMACHINEGUN
weapon_p90,m_bAllowFlipping,true
weapon_p90,m_bAutoSwitchFrom,true
weapon_p90,m_bAutoSwitchTo,true
weapon_p90,m_bBuiltRightHanded,true
weapon_p90,m_bCannotShootUnderwater,false
weapon_p90,m_bHasBurstMode,false
weapon_p90,m_bHideViewModelWhenZoomed,false
weapon_p90,m_bIsFullAuto,true
weapon_p90,m_bIsRevolver,false
weapon_p90,m_bMeleeWeapon,false
weapon_p90,m_bReserveAmmoAsClips,true
weapon_p90,m_bUnzoomsAfterShot,false
weapon_p90,m_eSilencerType,WEAPONSILENCER_NONE
weapon_p90,m_flArmorRatio,1.38
weapon_p90,m_flAttackMovespeedFactor,1.0
weapon_p90,m_flCycleTime,0.07
weapon_p90,m_flCycleTimeWhenInBurstMode,0.0
weapon_p90,m_flDeployDuration,1.0
weapon_p90,m_flDisallowAttackAfterReloadStartDuration,3.366667
weapon_p90,m_flFlinchVelocityModifierLarge,0.0
weapon_p90,m_flFlinchVelocityModifierSmall,0.0
weapon_p90,m_flHeadshotMultiplier,4.0
weapon_p90,m_flInaccuracyAltSoundThreshold,0.0
weapon_p90,m_flInaccuracyCrouch,0.01024|0.01024
weapon_p90,m_flInaccuracyFire,0.00285|0.00285
weapon_p90,m_flInaccuracyJump,0.09008|0.09008
weapon_p90,m_flInaccuracyJumpApex,0.0
weapon_p90,m_flInaccuracyJumpInitial,0.1046
weapon_p90,m_flInaccuracyLadder,0.13217|0.13217
weapon_p90,m_flInaccuracyLand,0.000082|0.000082
weapon_p90,m_flInaccuracyMove,0.031|0.031
weapon_p90,m_flInaccuracyPitchShift,0.0
weapon_p90,m_flInaccuracyReload,0.0
weapon_p90,m_flInaccuracyStand,0.01365|0.01365
weapon_p90,m_flMaxSpeed,230.0|230.0
weapon_p90,m_flPenetration,1.0
weapon_p90,m_flRange,3700.0
weapon_p90,m_flRangeModifier,0.86
weapon_p90,m_flRecoilAngle,0.0|0.0
weapon_p90,m_flRecoilAngleVariance,70.0|70.0
weapon_p90,m_flRecoilMagnitude,16.0|16.0
weapon_p90,m_flRecoilMagnitudeVariance,1.0|1.0
weapon_p90,m_flRecoveryTimeCrouch,0.265784
weapon_p90,m_flRecoveryTimeCrouchFinal,0.265784
weapon_p90,m_flRecoveryTimeStand,0.372098
weapon_p90,m_flRecoveryTimeStandFinal,0.372098
weapon_p90,m_flSpread,0.001|0.001
weapon_p90,m_flTimeBetweenBurstShots,0.0
weapon_p90,m_flZoomTime0,0.0
weapon_p90,m_flZoomTime1,0.0
weapon_p90,m_flZoomTime2,0.0
weapon_p90,m_iDefaultClip1,-1
weapon_p90,m_iDefaultClip2,-1
weapon_p90,m_iMaxClip1,50
weapon_p90,m_iMaxClip2,0
weapon_p90,m_iRumbleEffect,3
weapon_p90,m_iWeight,26
weapon_p90,m_nCrosshairDeltaDistance,3
weapon_p90,m_nCrosshairMinDistance,7
weapon_p90,m_nDamage,26
weapon_p90,m_nKillAward,300
weapon_p90,m_nNumBullets,1
weapon_p90,m_nPrice,2350
weapon_p90,m_nPrimaryAmmoType,BULLET_PLAYER_57MM
weapon_p90,m_nPrimaryReserveAmmoMax,2
weapon_p90,m_nRecoilSeed,6213
weapon_p90,m_nRecoveryTransitionEndBullet,5
weapon_p90,m_nRecoveryTransitionStartBullet,2
weapon_p90,m_nSecondaryReserveAmmoMax,0
weapon_p90,m_nSpreadSeed,0
weapon_p90,m_nTracerFrequency,3
weapon_p90,m_nZoomFOV1,90
weapon_p90,m_nZoomFOV2,90
weapon_p90,m_nZoomLevels,0
weapon_p90,m_szAnimSkeleton,animation/skeletons/weapons/p90.vnmskel
weapon_p90,m_szName,weapon_p90
weapon_p90,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_smg.vpcf
weapon_p90,m_szWorldModel,weapons/models/p90/weapon_smg_p90.vmdl
weapon_p90,m_vecMuzzlePos0,24.058|-5.247|-3.181
weapon_bizon,_base,weapon_bizon_prefab
weapon_bizon,_class,weapon_bizon
weapon_bizon,_not_pickable,1
weapon_bizon,m_GearSlot,GEAR_SLOT_RIFLE
weapon_bizon,m_GearSlotPosition,0
weapon_bizon,m_WeaponType,WEAPONTYPE_SUBMACHINEGUN
weapon_bizon,m_bAllowFlipping,true
weapon_bizon,m_bAutoSwitchFrom,true
weapon_bizon,m_bAutoSwitchTo,true
weapon_bizon,m_bBuiltRightHanded,true
weapon_bizon,m_bCannotShootUnderwater,false
weapon_bizon,m_bHasBurstMode,false
weapon_bizon,m_bHideViewModelWhenZoomed,false
weapon_bizon,m_bIsFullAuto,true
weapon_bizon,m_bIsRevolver,false
weapon_bizon,m_bMeleeWeapon,false
weapon_bizon,m_bReserveAmmoAsClips,true
weapon_bizon,m_bUnzoomsAfterShot,false
weapon_bizon,m_eSilencerType,WEAPONSILENCER_NONE
weapon_bizon,m_flArmorRatio,1.26
weapon_bizon,m_flAttackMovespeedFactor,1.0
weapon_bizon,m_flCycleTime,0.08
weapon_bizon,m_flCycleTimeWhenInBurstMode,0.0
weapon_bizon,m_flDeployDuration,1.1
weapon_bizon,m_flDisallowAttackAfterReloadStartDuration,2.433333
weapon_bizon,m_flFlinchVelocityModifierLarge,0.0
weapon_bizon,m_flFlinchVelocityModifierSmall,0.0
weapon_bizon,m_flHeadshotMultiplier,4.0
weapon_bizon,m_flInaccuracyAltSoundThreshold,0.0
weapon_bizon,m_flInaccuracyCrouch,0.0105|0.0105
weapon_bizon,m_flInaccuracyFire,0.00288|0.00288
weapon_bizon,m_flInaccuracyJump,0.03347|0.03347
weapon_bizon,m_flInaccuracyJumpApex,0.0
weapon_bizon,m_flInaccuracyJumpInitial,0.0459
weapon_bizon,m_flInaccuracyLadder,0.16965|0.16965
weapon_bizon,m_flInaccuracyLand,0.00008|0.00008
weapon_bizon,m_flInaccuracyMove,0.02757|0.02757
weapon_bizon,m_flInaccuracyPitchShift,0.0
weapon_bizon,m_flInaccuracyReload,0.0
weapon_bizon,m_flInaccuracyStand,0.014|0.014
weapon_bizon,m_flMaxSpeed,240.0|240.0
weapon_bizon,m_flPenetration,1.0
weapon_bizon,m_flRange,3600.0
weapon_bizon,m_flRangeModifier,0.8
weapon_bizon,m_flRecoilAngle,0.0|0.0
weapon_bizon,m_flRecoilAngleVariance,70.0|70.0
weapon_bizon,m_flRecoilMagnitude,18.0|18.0
weapon_bizon,m_flRecoilMagnitudeVariance,1.0|1.0
weapon_bizon,m_flRecoveryTimeCrouch,0.236837
weapon_bizon,m_flRecoveryTimeCrouchFinal,0.236837
weapon_bizon,m_flRecoveryTimeStand,0.331572
weapon_bizon,m_flRecoveryTimeStandFinal,0.331572
weapon_bizon,m_flSpread,0.001|0.001
weapon_bizon,m_flTimeBetweenBurstShots,0.0
weapon_bizon,m_flZoomTime0,0.0
weapon_bizon,m_flZoomTime1,0.0
weapon_bizon,m_flZoomTime2,0.0
weapon_bizon,m_iDefaultClip1,-1
weapon_bizon,m_iDefaultClip2,-1
weapon_bizon,m_iMaxClip1,64
weapon_bizon,m_iMaxClip2,0
weapon_bizon,m_iRumbleEffect,3
weapon_bizon,m_iWeight,26
weapon_bizon,m_nCrosshairDeltaDistance,3
weapon_bizon,m_nCrosshairMinDistance,7
weapon_bizon,m_nDamage,27
weapon_bizon,m_nKillAward,600
weapon_bizon,m_nNumBullets,1
weapon_bizon,m_nPrice,1300
weapon_bizon,m_nPrimaryAmmoType,BULLET_PLAYER_9MM
weapon_bizon,m_nPrimaryReserveAmmoMax,2
weapon_bizon,m_nRecoilSeed,36387
weapon_bizon,m_nRecoveryTransitionEndBullet,5
weapon_bizon,m_nRecoveryTransitionStartBullet,2
weapon_bizon,m_nSecondaryReserveAmmoMax,0
weapon_bizon,m_nSpreadSeed,0
weapon_bizon,m_nTracerFrequency,3
weapon_bizon,m_nZoomFOV1,90
weapon_bizon,m_nZoomFOV2,90
weapon_bizon,m_nZoomLevels,0
weapon_bizon,m_szAnimSkeleton,animation/skeletons/weapons/bizon.vnmskel
weapon_bizon,m_szName,weapon_bizon
weapon_bizon,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_smg.vpcf
weapon_bizon,m_szWorldModel,weapons/models/bizon/weapon_smg_bizon.vmdl
weapon_bizon,m_vecMuzzlePos0,33.442|-5.107|-3.014
weapon_galilar,_base,weapon_galilar_prefab
weapon_galilar,_class,weapon_galilar
weapon_galilar,_not_pickable,1
weapon_galilar,m_GearSlot,GEAR_SLOT_RIFLE
weapon_galilar,m_GearSlotPosition,0
weapon_galilar,m_WeaponType,WEAPONTYPE_RIFLE
weapon_galilar,m_bAllowFlipping,true
weapon_galilar,m_bAutoSwitchFrom,true
weapon_galilar,m_bAutoSwitchTo,true
weapon_galilar,m_bBuiltRightHanded,true
weapon_galilar,m_bCannotShootUnderwater,false
weapon_galilar,m_bHasBurstMode,false
weapon_galilar,m_bHideViewModelWhenZoomed,false
weapon_galilar,m_bIsFullAuto,true
weapon_galilar,m_bIsRevolver,false
weapon_galilar,m_bMeleeWeapon,false
weapon_galilar,m_bReserveAmmoAsClips,true
weapon_galilar,m_bUnzoomsAfterShot,false
weapon_galilar,m_eSilencerType,WEAPONSILENCER_NONE
weapon_galilar,m_flArmorRatio,1.55
weapon_galilar,m_flAttackMovespeedFactor,1.0
weapon_galilar,m_flCycleTime,0.09
weapon_galilar,m_flCycleTimeWhenInBurstMode,0.0
weapon_galilar,m_flDeployDuration,1.1
weapon_galilar,m_flDisallowAttackAfterReloadStartDuration,3.033333
weapon_galilar,m_flFlinchVelocityModifierLarge,0.4
weapon_galilar,m_flFlinchVelocityModifierSmall,0.55
weapon_galilar,m_flHeadshotMultiplier,4.0
weapon_galilar,m_flInaccuracyAltSoundThreshold,0.0
weapon_galilar,m_flInaccuracyCrouch,0.00658|0.00484
weapon_galilar,m_flInaccuracyFire,0.007|0.00585
weapon_galilar,m_flInaccuracyJump,0.14978|0.14978
weapon_galilar,m_flInaccuracyJumpApex,0.0
weapon_galilar,m_flInaccuracyJumpInitial,0.10539
weapon_galilar,m_flInaccuracyLadder,0.11358|0.11358
weapon_galilar,m_flInaccuracyLand,0.000256|0.000256
weapon_galilar,m_flInaccuracyMove,0.12356|0.10652
weapon_galilar,m_flInaccuracyPitchShift,0.0
weapon_galilar,m_flInaccuracyReload,0.0
weapon_galilar,m_flInaccuracyStand,0.00877|0.00778
weapon_galilar,m_flMaxSpeed,215.0|215.0
weapon_galilar,m_flPenetration,2.0
weapon_galilar,m_flRange,8192.0
weapon_galilar,m_flRangeModifier,0.98
weapon_galilar,m_flRecoilAngle,0.0|0.0
weapon_galilar,m_flRecoilAngleVariance,70.0|70.0
weapon_galilar,m_flRecoilMagnitude,21.0|21.0
weapon_galilar,m_flRecoilMagnitudeVariance,1.0|1.0
weapon_galilar,m_flRecoveryTimeCrouch,0.15
weapon_galilar,m_flRecoveryTimeCrouchFinal,0.47
weapon_galilar,m_flRecoveryTimeStand,0.3
weapon_galilar,m_flRecoveryTimeStandFinal,0.5
weapon_galilar,m_flSpread,0.0006|0.0006
weapon_galilar,m_flTimeBetweenBurstShots,0.0
weapon_galilar,m_flZoomTime0,0.0
weapon_galilar,m_flZoomTime1,0.0
weapon_galilar,m_flZoomTime2,0.0
weapon_galilar,m_iDefaultClip1,-1
weapon_galilar,m_iDefaultClip2,-1
weapon_galilar,m_iMaxClip1,35
weapon_galilar,m_iMaxClip2,0
weapon_galilar,m_iRumbleEffect,4
weapon_galilar,m_iWeight,25
weapon_galilar,m_nCrosshairDeltaDistance,3
weapon_galilar,m_nCrosshairMinDistance,4
weapon_galilar,m_nDamage,30
weapon_galilar,m_nKillAward,300
weapon_galilar,m_nNumBullets,1
weapon_galilar,m_nPrice,1800
weapon_galilar,m_nPrimaryAmmoType,BULLET_PLAYER_556MM
weapon_galilar,m_nPrimaryReserveAmmoMax,4
weapon_galilar,m_nRecoilSeed,51191
weapon_galilar,m_nRecoveryTransitionEndBullet,5
weapon_galilar,m_nRecoveryTransitionStartBullet,2
weapon_galilar,m_nSecondaryReserveAmmoMax,0
weapon_galilar,m_nSpreadSeed,0
weapon_galilar,m_nTracerFrequency,3
weapon_galilar,m_nZoomFOV1,90
weapon_galilar,m_nZoomFOV2,90
weapon_galilar,m_nZoomLevels,0
weapon_galilar,m_szAnimSkeleton,animation/skeletons/weapons/galil.vnmskel
weapon_galilar,m_szName,weapon_galilar
weapon_galilar,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_assrifle.vpcf
weapon_galilar,m_szWorldModel,weapons/models/galilar/weapon_rif_galilar.vmdl
weapon_galilar,m_vecMuzzlePos0,34.673|-5.319|-3.601
weapon_famas,_base,weapon_famas_prefab
weapon_famas,_class,weapon_famas
weapon_famas,_not_pickable,1
weapon_famas,m_GearSlot,GEAR_SLOT_RIFLE
weapon_famas,m_GearSlotPosition,0
weapon_famas,m_WeaponType,WEAPONTYPE_RIFLE
weapon_famas,m_bAllowFlipping,true
weapon_famas,m_bAutoSwitchFrom,true
weapon_famas,m_bAutoSwitchTo,true
weapon_famas,m_bBuiltRightHanded,true
weapon_famas,m_bCannotShootUnderwater,false
weapon_famas,m_bHasBurstMode,true
weapon_famas,m_bHideViewModelWhenZoomed,false
weapon_famas,m_bIsFullAuto,true
weapon_famas,m_bIsRevolver,false
weapon_famas,m_bMeleeWeapon,false
weapon_famas,m_bReserveAmmoAsClips,true
weapon_famas,m_bUnzoomsAfterShot,false
weapon_famas,m_eSilencerType,WEAPONSILENCER_NONE
weapon_famas,m_flArmorRatio,1.4
weapon_famas,m_flAttackMovespeedFactor,1.0
weapon_famas,m_flCycleTime,0.09
weapon_famas,m_flCycleTimeWhenInBurstMode,0.55
weapon_famas,m_flDeployDuration,1.0
weapon_famas,m_flDisallowAttackAfterReloadStartDuration,3.3
weapon_famas,m_flFlinchVelocityModifierLarge,0.4
weapon_famas,m_flFlinchVelocityModifierSmall,0.55
weapon_famas,m_flHeadshotMultiplier,4.0
weapon_famas,m_flInaccuracyAltSoundThreshold,0.0
weapon_famas,m_flInaccuracyCrouch,0.0055|0.00325
weapon_famas,m_flInaccuracyFire,0.00605|0.00335
weapon_famas,m_flInaccuracyJump,0.11039|0.11039
weapon_famas,m_flInaccuracyJumpApex,0.0
weapon_famas,m_flInaccuracyJumpInitial,0.09477
weapon_famas,m_flInaccuracyLadder,0.118716|0.118716
weapon_famas,m_flInaccuracyLand,0.000205|0.000205
weapon_famas,m_flInaccuracyMove,0.09934|0.09934
weapon_famas,m_flInaccuracyPitchShift,0.0
weapon_famas,m_flInaccuracyReload,0.0
weapon_famas,m_flInaccuracyStand,0.00759|0.00369
weapon_famas,m_flMaxSpeed,220.0|220.0
weapon_famas,m_flPenetration,2.0
weapon_famas,m_flRange,8192.0
weapon_famas,m_flRangeModifier,0.96
weapon_famas,m_flRecoilAngle,0.0|0.0
weapon_famas,m_flRecoilAngleVariance,60.0|50.0
weapon_famas,m_flRecoilMagnitude,20.0|20.0
weapon_famas,m_flRecoilMagnitudeVariance,1.0|1.0
weapon_famas,m_flRecoveryTimeCrouch,0.12
weapon_famas,m_flRecoveryTimeCrouchFinal,0.48
weapon_famas,m_flRecoveryTimeStand,0.25
weapon_famas,m_flRecoveryTimeStandFinal,0.5
weapon_famas,m_flSpread,0.0006|0.0006
weapon_famas,m_flTimeBetweenBurstShots,0.075
weapon_famas,m_flZoomTime0,0.0
weapon_famas,m_flZoomTime1,0.0
weapon_famas,m_flZoomTime2,0.0
weapon_famas,m_iDefaultClip1,-1
weapon_famas,m_iDefaultClip2,-1
weapon_famas,m_iMaxClip1,25
weapon_famas,m_iMaxClip2,0
weapon_famas,m_iRumbleEffect,3
weapon_famas,m_iWeight,75
weapon_famas,m_nCrosshairDeltaDistance,3
weapon_famas,m_nCrosshairMinDistance,4
weapon_famas,m_nDamage,30
weapon_famas,m_nKillAward,300
weapon_famas,m_nNumBullets,1
weapon_famas,m_nPrice,1950
weapon_famas,m_nPrimaryAmmoType,BULLET_PLAYER_556MM
weapon_famas,m_nPrimaryReserveAmmoMax,4
weapon_famas,m_nRecoilSeed,39623
weapon_famas,m_nRecoveryTransitionEndBullet,5
weapon_famas,m_nRecoveryTransitionStartBullet,2
weapon_famas,m_nSecondaryReserveAmmoMax,0
weapon_famas,m_nSpreadSeed,0
weapon_famas,m_nTracerFrequency,3|3
weapon_famas,m_nZoomFOV1,90
weapon_famas,m_nZoomFOV2,90
weapon_famas,m_nZoomLevels,0
weapon_famas,m_szAnimSkeleton,animation/skeletons/weapons/famas.vnmskel
weapon_famas,m_szName,weapon_famas
weapon_famas,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_assrifle.vpcf
weapon_famas,m_szWorldModel,weapons/models/famas/weapon_rif_famas.vmdl
weapon_famas,m_vecMuzzlePos0,36.464|-6.028|-4.783
weapon_ak47,_base,weapon_ak47_prefab
weapon_ak47,_class,weapon_ak47
weapon_ak47,_not_pickable,1
weapon_ak47,m_GearSlot,GEAR_SLOT_RIFLE
weapon_ak47,m_GearSlotPosition,0
weapon_ak47,m_WeaponType,WEAPONTYPE_RIFLE
weapon_ak47,m_bAllowFlipping,true
weapon_ak47,m_bAutoSwitchFrom,true
weapon_ak47,m_bAutoSwitchTo,true
weapon_ak47,m_bBuiltRightHanded,true
weapon_ak47,m_bCannotShootUnderwater,false
weapon_ak47,m_bHasBurstMode,false
weapon_ak47,m_bHideViewModelWhenZoomed,false
weapon_ak47,m_bIsFullAuto,true
weapon_ak47,m_bIsRevolver,false
weapon_ak47,m_bMeleeWeapon,false
weapon_ak47,m_bReserveAmmoAsClips,true
weapon_ak47,m_bUnzoomsAfterShot,false
weapon_ak47,m_eSilencerType,WEAPONSILENCER_NONE
weapon_ak47,m_flArmorRatio,1.55
weapon_ak47,m_flAttackMovespeedFactor,1.0
weapon_ak47,m_flCycleTime,0.1
weapon_ak47,m_flCycleTimeWhenInBurstMode,0.0
weapon_ak47,m_flDeployDuration,1.0
weapon_ak47,m_flDisallowAttackAfterReloadStartDuration,2.466667
weapon_ak47,m_flFlinchVelocityModifierLarge,0.4
weapon_ak47,m_flFlinchVelocityModifierSmall,0.55
weapon_ak47,m_flHeadshotMultiplier,4.0
weapon_ak47,m_flInaccuracyAltSoundThreshold,0.0
weapon_ak47,m_flInaccuracyCrouch,0.00481|0.00481
weapon_ak47,m_flInaccuracyFire,0.0078|0.0078
weapon_ak47,m_flInaccuracyJump,0.14076|0.14076
weapon_ak47,m_flInaccuracyJumpApex,0.0
weapon_ak47,m_flInaccuracyJumpInitial,0.10094
weapon_ak47,m_flInaccuracyLadder,0.14|0.14
weapon_ak47,m_flInaccuracyLand,0.000242|0.000242
weapon_ak47,m_flInaccuracyMove,0.17506|0.17506
weapon_ak47,m_flInaccuracyPitchShift,0.0
weapon_ak47,m_flInaccuracyReload,0.0
weapon_ak47,m_flInaccuracyStand,0.00641|0.00641
weapon_ak47,m_flMaxSpeed,215.0|215.0
weapon_ak47,m_flPenetration,2.0
weapon_ak47,m_flRange,8192.0
weapon_ak47,m_flRangeModifier,0.98
weapon_ak47,m_flRecoilAngle,0.0|0.0
weapon_ak47,m_flRecoilAngleVariance,70.0|70.0
weapon_ak47,m_flRecoilMagnitude,30.0|30.0
weapon_ak47,m_flRecoilMagnitudeVariance,0.0|0.0
weapon_ak47,m_flRecoveryTimeCrouch,0.305257
weapon_ak47,m_flRecoveryTimeCrouchFinal,0.419728
weapon_ak47,m_flRecoveryTimeStand,0.368
weapon_ak47,m_flRecoveryTimeStandFinal,0.506
weapon_ak47,m_flSpread,0.0006|0.0006
weapon_ak47,m_flTimeBetweenBurstShots,0.0
weapon_ak47,m_flZoomTime0,0.0
weapon_ak47,m_flZoomTime1,0.0
weapon_ak47,m_flZoomTime2,0.0
weapon_ak47,m_iDefaultClip1,-1
weapon_ak47,m_iDefaultClip2,-1
weapon_ak47,m_iMaxClip1,30
weapon_ak47,m_iMaxClip2,0
weapon_ak47,m_iRumbleEffect,4
weapon_ak47,m_iWeight,25
weapon_ak47,m_nCrosshairDeltaDistance,4
weapon_ak47,m_nCrosshairMinDistance,4
weapon_ak47,m_nDamage,36
weapon_ak47,m_nKillAward,300
weapon_ak47,m_nNumBullets,1
weapon_ak47,m_nPrice,2700
weapon_ak47,m_nPrimaryAmmoType,BULLET_PLAYER_762MM
weapon_ak47,m_nPrimaryReserveAmmoMax,3
weapon_ak47,m_nRecoilSeed,223
weapon_ak47,m_nRecoveryTransitionEndBullet,5
weapon_ak47,m_nRecoveryTransitionStartBullet,2
weapon_ak47,m_nSecondaryReserveAmmoMax,0
weapon_ak47,m_nSpreadSeed,0
weapon_ak47,m_nTracerFrequency,3
weapon_ak47,m_nZoomFOV1,90
weapon_ak47,m_nZoomFOV2,90
weapon_ak47,m_nZoomLevels,0
weapon_ak47,m_szAnimSkeleton,animation/skeletons/weapons/ak47.vnmskel
weapon_ak47,m_szName,weapon_ak47
weapon_ak47,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_assrifle.vpcf
weapon_ak47,m_szWorldModel,weapons/models/ak47/weapon_rif_ak47.vmdl
weapon_ak47,m_vecMuzzlePos0,37.422|-4.938|-3.394
weapon_m4a1,_base,weapon_m4a1_prefab
weapon_m4a1,_class,weapon_m4a1
weapon_m4a1,_not_pickable,1
weapon_m4a1,m_GearSlot,GEAR_SLOT_RIFLE
weapon_m4a1,m_GearSlotPosition,0
weapon_m4a1,m_WeaponType,WEAPONTYPE_RIFLE
weapon_m4a1,m_bAllowFlipping,true
weapon_m4a1,m_bAutoSwitchFrom,true
weapon_m4a1,m_bAutoSwitchTo,true
weapon_m4a1,m_bBuiltRightHanded,true
weapon_m4a1,m_bCannotShootUnderwater,false
weapon_m4a1,m_bHasBurstMode,false
weapon_m4a1,m_bHideViewModelWhenZoomed,false
weapon_m4a1,m_bIsFullAuto,true
weapon_m4a1,m_bIsRevolver,false
weapon_m4a1,m_bMeleeWeapon,false
weapon_m4a1,m_bReserveAmmoAsClips,true
weapon_m4a1,m_bUnzoomsAfterShot,false
weapon_m4a1,m_eSilencerType,WEAPONSILENCER_NONE
weapon_m4a1,m_flArmorRatio,1.4
weapon_m4a1,m_flAttackMovespeedFactor,1.0
weapon_m4a1,m_flCycleTime,0.09
weapon_m4a1,m_flCycleTimeWhenInBurstMode,0.0
weapon_m4a1,m_flDeployDuration,1.133333
weapon_m4a1,m_flDisallowAttackAfterReloadStartDuration,3.066667
weapon_m4a1,m_flFlinchVelocityModifierLarge,0.4
weapon_m4a1,m_flFlinchVelocityModifierSmall,0.55
weapon_m4a1,m_flHeadshotMultiplier,4.0
weapon_m4a1,m_flInaccuracyAltSoundThreshold,0.0
weapon_m4a1,m_flInaccuracyCrouch,0.0041|0.00368
weapon_m4a1,m_flInaccuracyFire,0.007|0.00634
weapon_m4a1,m_flInaccuracyJump,0.09727|0.09727
weapon_m4a1,m_flInaccuracyJumpApex,0.0
weapon_m4a1,m_flInaccuracyJumpInitial,0.09441
weapon_m4a1,m_flInaccuracyLadder,0.110994|0.113672
weapon_m4a1,m_flInaccuracyLand,0.000192|0.000197
weapon_m4a1,m_flInaccuracyMove,0.13788|0.122
weapon_m4a1,m_flInaccuracyPitchShift,0.0
weapon_m4a1,m_flInaccuracyReload,0.0
weapon_m4a1,m_flInaccuracyStand,0.0049|0.0049
weapon_m4a1,m_flMaxSpeed,225.0|225.0
weapon_m4a1,m_flPenetration,2.0
weapon_m4a1,m_flRange,8192.0
weapon_m4a1,m_flRangeModifier,0.97
weapon_m4a1,m_flRecoilAngle,0.0|0.0
weapon_m4a1,m_flRecoilAngleVariance,70.0|70.0
weapon_m4a1,m_flRecoilMagnitude,23.0|23.0
weapon_m4a1,m_flRecoilMagnitudeVariance,0.0|0.0
weapon_m4a1,m_flRecoveryTimeCrouch,0.2421
weapon_m4a1,m_flRecoveryTimeCrouchFinal,0.332888
weapon_m4a1,m_flRecoveryTimeStand,0.338941
weapon_m4a1,m_flRecoveryTimeStandFinal,0.466044
weapon_m4a1,m_flSpread,0.0006|0.00045
weapon_m4a1,m_flTimeBetweenBurstShots,0.0
weapon_m4a1,m_flZoomTime0,0.0
weapon_m4a1,m_flZoomTime1,0.0
weapon_m4a1,m_flZoomTime2,0.0
weapon_m4a1,m_iDefaultClip1,-1
weapon_m4a1,m_iDefaultClip2,-1
weapon_m4a1,m_iMaxClip1,30
weapon_m4a1,m_iMaxClip2,0
weapon_m4a1,m_iRumbleEffect,4
weapon_m4a1,m_iWeight,25
weapon_m4a1,m_nCrosshairDeltaDistance,3
weapon_m4a1,m_nCrosshairMinDistance,4
weapon_m4a1,m_nDamage,33
weapon_m4a1,m_nKillAward,300
weapon_m4a1,m_nNumBullets,1
weapon_m4a1,m_nPrice,2900
weapon_m4a1,m_nPrimaryAmmoType,BULLET_PLAYER_556MM
weapon_m4a1,m_nPrimaryReserveAmmoMax,4
weapon_m4a1,m_nRecoilSeed,38965
weapon_m4a1,m_nRecoveryTransitionEndBullet,5
weapon_m4a1,m_nRecoveryTransitionStartBullet,2
weapon_m4a1,m_nSecondaryReserveAmmoMax,0
weapon_m4a1,m_nSpreadSeed,0
weapon_m4a1,m_nTracerFrequency,3
weapon_m4a1,m_nZoomFOV1,90
